ts	cluster_label	model_version	f_temp_out	f_out_hum	f_bar	f_wind_speed	f_rain_rate	f_solar_rad	f_uv_index
2025-01-22 12:30:00+00:00	2	pca3_kmeans_v1	4.3	91.0	1003.0	0.0	0.0	148.0	0.7
2025-01-22 13:00:00+00:00	2	pca3_kmeans_v1	4.2	90.0	1002.7	0.0	0.0	149.0	0.6
2025-01-22 13:30:00+00:00	2	pca3_kmeans_v1	4.9	88.0	1002.4	0.0	0.0	166.0	0.6
2025-01-22 14:00:00+00:00	2	pca3_kmeans_v1	4.7	89.0	1002.3	0.0	0.0	88.0	0.3
2025-01-22 14:30:00+00:00	2	pca3_kmeans_v1	5.0	88.0	1002.0	0.0	0.0	56.0	0.0
2025-01-22 15:00:00+00:00	2	pca3_kmeans_v1	5.1	87.0	1002.1	0.0	0.0	39.0	0.0
2025-01-22 15:30:00+00:00	2	pca3_kmeans_v1	5.0	86.0	1002.2	0.0	0.0	26.0	0.0
2025-01-22 16:00:00+00:00	2	pca3_kmeans_v1	5.2	87.0	1002.1	0.0	0.0	13.0	0.0
2025-01-22 16:30:00+00:00	2	pca3_kmeans_v1	4.9	86.0	1001.9	0.0	0.0	3.0	0.0
2025-01-22 17:00:00+00:00	2	pca3_kmeans_v1	5.1	87.0	1001.8	0.0	0.0	0.0	0.0
2025-01-22 17:30:00+00:00	2	pca3_kmeans_v1	4.9	87.0	1002.0	0.0	0.0	0.0	0.0
2025-01-22 18:00:00+00:00	2	pca3_kmeans_v1	4.7	87.0	1002.1	0.0	0.0	0.0	0.0
2025-01-22 18:30:00+00:00	2	pca3_kmeans_v1	4.6	85.0	1002.2	0.0	0.0	0.0	0.0
2025-01-22 19:00:00+00:00	2	pca3_kmeans_v1	4.6	84.0	1002.3	0.0	0.0	0.0	0.0
2025-01-22 19:30:00+00:00	2	pca3_kmeans_v1	4.5	85.0	1002.1	0.0	0.0	0.0	0.0
2025-01-22 20:00:00+00:00	2	pca3_kmeans_v1	4.4	86.0	1002.1	0.0	0.0	0.0	0.0
2025-01-22 20:30:00+00:00	2	pca3_kmeans_v1	4.6	86.0	1001.8	0.0	0.0	0.0	0.0
2025-01-22 21:00:00+00:00	2	pca3_kmeans_v1	4.4	87.0	1001.8	0.0	0.0	0.0	0.0
2025-01-22 21:30:00+00:00	2	pca3_kmeans_v1	4.4	87.0	1001.7	0.0	0.0	0.0	0.0
2025-01-22 22:00:00+00:00	2	pca3_kmeans_v1	4.4	87.0	1001.6	0.0	0.0	0.0	0.0
2025-01-22 22:30:00+00:00	2	pca3_kmeans_v1	4.3	88.0	1001.5	0.0	0.0	0.0	0.0
2025-01-22 23:00:00+00:00	2	pca3_kmeans_v1	4.2	88.0	1001.5	0.0	0.0	0.0	0.0
2025-01-22 23:30:00+00:00	2	pca3_kmeans_v1	4.2	88.0	1001.3	0.0	0.0	0.0	0.0
2025-01-23 00:00:00+00:00	2	pca3_kmeans_v1	4.2	88.0	1001.2	0.0	0.0	0.0	0.0
2025-01-23 00:30:00+00:00	2	pca3_kmeans_v1	3.9	89.0	1001.3	0.0	0.0	0.0	0.0
2025-01-23 01:00:00+00:00	2	pca3_kmeans_v1	4.0	86.0	1001.3	0.0	0.0	0.0	0.0
2025-01-23 01:30:00+00:00	2	pca3_kmeans_v1	3.9	86.0	1000.9	0.0	0.0	0.0	0.0
2025-01-23 02:00:00+00:00	2	pca3_kmeans_v1	3.8	86.0	1001.0	0.0	0.0	0.0	0.0
2025-01-23 02:30:00+00:00	2	pca3_kmeans_v1	3.4	87.0	1000.9	0.0	0.0	0.0	0.0
2025-01-23 03:00:00+00:00	2	pca3_kmeans_v1	3.6	86.0	1000.8	0.0	0.0	0.0	0.0
2025-01-23 03:30:00+00:00	2	pca3_kmeans_v1	3.3	86.0	1000.4	0.0	0.0	0.0	0.0
2025-01-23 04:00:00+00:00	2	pca3_kmeans_v1	3.2	88.0	1000.1	0.0	0.0	0.0	0.0
2025-01-23 04:30:00+00:00	2	pca3_kmeans_v1	3.4	89.0	1000.2	0.0	0.0	0.0	0.0
2025-01-23 05:00:00+00:00	2	pca3_kmeans_v1	3.3	89.0	1000.1	0.0	0.0	0.0	0.0
2025-01-23 05:30:00+00:00	2	pca3_kmeans_v1	3.3	89.0	999.4	0.0	0.0	0.0	0.0
2025-01-23 06:00:00+00:00	2	pca3_kmeans_v1	3.4	87.0	999.2	0.0	0.0	0.0	0.0
2025-01-23 06:30:00+00:00	2	pca3_kmeans_v1	3.1	88.0	998.9	0.0	0.0	0.0	0.0
2025-01-23 07:00:00+00:00	2	pca3_kmeans_v1	3.4	88.0	998.5	0.0	0.0	0.0	0.0
2025-01-23 07:30:00+00:00	2	pca3_kmeans_v1	3.6	87.0	998.2	0.0	0.0	0.0	0.0
2025-01-23 08:00:00+00:00	2	pca3_kmeans_v1	3.6	88.0	998.1	0.0	0.0	0.0	0.0
2025-01-23 08:30:00+00:00	2	pca3_kmeans_v1	3.7	87.0	997.6	0.0	0.0	6.0	0.0
2025-01-23 09:00:00+00:00	2	pca3_kmeans_v1	3.7	88.0	997.4	0.0	0.0	18.0	0.0
2025-01-23 09:30:00+00:00	2	pca3_kmeans_v1	3.6	88.0	996.8	0.0	0.0	23.0	0.0
2025-01-23 10:00:00+00:00	1	pca3_kmeans_v1	4.4	87.0	996.2	0.0	0.0	38.0	0.0
2025-01-23 10:30:00+00:00	1	pca3_kmeans_v1	4.4	88.0	995.7	0.0	0.0	35.0	0.0
2025-01-23 11:00:00+00:00	1	pca3_kmeans_v1	4.9	89.0	995.3	0.0	0.0	73.0	0.0
2025-01-23 11:30:00+00:00	1	pca3_kmeans_v1	5.1	87.0	994.7	0.0	0.0	40.0	0.0
2025-01-23 12:00:00+00:00	1	pca3_kmeans_v1	4.7	88.0	993.9	0.0	0.0	46.0	0.0
2025-01-23 12:30:00+00:00	1	pca3_kmeans_v1	4.6	89.0	993.1	0.0	0.0	82.0	0.1
2025-01-23 13:00:00+00:00	1	pca3_kmeans_v1	4.7	90.0	992.8	0.0	6.6	27.0	0.0
2025-01-23 13:30:00+00:00	1	pca3_kmeans_v1	4.9	88.0	991.7	0.0	6.6	46.0	0.0
2025-01-23 14:00:00+00:00	1	pca3_kmeans_v1	5.2	89.0	992.1	0.0	0.0	44.0	0.0
2025-01-23 14:30:00+00:00	1	pca3_kmeans_v1	6.2	83.0	992.0	0.0	0.0	76.0	0.0
2025-01-23 15:00:00+00:00	1	pca3_kmeans_v1	6.1	82.0	991.8	0.0	0.0	49.0	0.0
2025-01-23 15:30:00+00:00	1	pca3_kmeans_v1	6.1	82.0	992.1	0.0	0.0	56.0	0.0
2025-01-23 16:00:00+00:00	1	pca3_kmeans_v1	5.6	84.0	992.3	0.0	0.0	17.0	0.0
2025-01-23 16:30:00+00:00	1	pca3_kmeans_v1	5.4	87.0	992.7	0.0	0.0	2.0	0.0
2025-01-23 17:00:00+00:00	1	pca3_kmeans_v1	5.8	86.0	993.0	0.0	0.0	0.0	0.0
2025-01-23 17:30:00+00:00	1	pca3_kmeans_v1	6.1	86.0	993.6	0.0	0.0	0.0	0.0
2025-01-23 18:00:00+00:00	1	pca3_kmeans_v1	5.9	83.0	994.3	0.0	0.0	0.0	0.0
2025-01-23 18:30:00+00:00	1	pca3_kmeans_v1	5.6	86.0	994.8	0.0	0.0	0.0	0.0
2025-01-23 19:00:00+00:00	1	pca3_kmeans_v1	5.9	84.0	994.8	0.0	0.0	0.0	0.0
2025-01-23 19:30:00+00:00	1	pca3_kmeans_v1	5.9	82.0	994.9	0.0	0.0	0.0	0.0
2025-01-23 20:00:00+00:00	1	pca3_kmeans_v1	5.7	83.0	995.2	0.0	0.0	0.0	0.0
2025-01-23 20:30:00+00:00	1	pca3_kmeans_v1	5.6	83.0	995.1	0.0	0.0	0.0	0.0
2025-01-23 21:00:00+00:00	1	pca3_kmeans_v1	5.3	83.0	995.4	0.0	0.0	0.0	0.0
2025-01-23 21:30:00+00:00	1	pca3_kmeans_v1	4.9	84.0	995.5	0.0	0.0	0.0	0.0
2025-01-23 22:00:00+00:00	1	pca3_kmeans_v1	4.5	85.0	995.6	0.0	0.0	0.0	0.0
2025-01-23 22:30:00+00:00	1	pca3_kmeans_v1	4.2	84.0	995.3	0.0	0.0	0.0	0.0
2025-01-23 23:00:00+00:00	1	pca3_kmeans_v1	4.2	85.0	994.5	0.0	0.0	0.0	0.0
2025-01-23 23:30:00+00:00	1	pca3_kmeans_v1	4.2	84.0	994.0	0.0	0.0	0.0	0.0
2025-01-24 00:00:00+00:00	1	pca3_kmeans_v1	4.6	82.0	993.4	0.0	0.0	0.0	0.0
2025-01-24 00:30:00+00:00	1	pca3_kmeans_v1	4.7	81.0	992.8	0.0	0.0	0.0	0.0
2025-01-24 01:00:00+00:00	1	pca3_kmeans_v1	3.9	85.0	991.1	0.0	1.0	0.0	0.0
2025-01-24 01:30:00+00:00	1	pca3_kmeans_v1	4.0	86.0	989.3	0.0	1.2	0.0	0.0
2025-01-24 02:00:00+00:00	1	pca3_kmeans_v1	3.7	88.0	987.8	0.0	1.2	0.0	0.0
2025-01-24 02:30:00+00:00	1	pca3_kmeans_v1	3.3	90.0	986.0	0.0	4.8	0.0	0.0
2025-01-24 03:00:00+00:00	1	pca3_kmeans_v1	3.6	91.0	984.4	0.0	3.0	0.0	0.0
2025-01-24 03:30:00+00:00	1	pca3_kmeans_v1	4.0	92.0	982.5	0.0	2.6	0.0	0.0
2025-01-24 04:00:00+00:00	1	pca3_kmeans_v1	4.9	92.0	980.9	0.0	6.0	0.0	0.0
2025-01-24 04:30:00+00:00	1	pca3_kmeans_v1	6.1	92.0	979.0	0.0	1.2	0.0	0.0
2025-01-24 05:00:00+00:00	1	pca3_kmeans_v1	9.2	88.0	977.7	0.0	0.0	0.0	0.0
2025-01-24 05:30:00+00:00	1	pca3_kmeans_v1	10.8	82.0	976.6	0.0	0.0	0.0	0.0
2025-01-24 06:00:00+00:00	1	pca3_kmeans_v1	10.8	84.0	976.8	0.0	0.0	0.0	0.0
2025-01-24 06:30:00+00:00	1	pca3_kmeans_v1	10.2	78.0	977.2	0.0	0.0	0.0	0.0
2025-01-24 07:00:00+00:00	1	pca3_kmeans_v1	9.8	66.0	977.6	0.0	0.0	0.0	0.0
2025-01-24 07:30:00+00:00	1	pca3_kmeans_v1	9.1	59.0	977.8	0.0	0.0	0.0	0.0
2025-01-24 08:00:00+00:00	1	pca3_kmeans_v1	8.8	60.0	978.1	0.0	0.0	0.0	0.0
2025-01-24 08:30:00+00:00	1	pca3_kmeans_v1	8.4	57.0	978.2	0.0	0.0	1.0	0.0
2025-01-24 09:00:00+00:00	1	pca3_kmeans_v1	8.1	57.0	978.9	0.0	0.0	19.0	0.0
2025-01-24 09:30:00+00:00	1	pca3_kmeans_v1	8.1	55.0	979.4	0.0	0.0	37.0	0.0
2025-01-24 10:00:00+00:00	1	pca3_kmeans_v1	8.1	51.0	980.1	0.0	0.0	72.0	0.0
2025-01-24 10:30:00+00:00	3	pca3_kmeans_v1	7.9	50.0	981.2	0.0	0.0	98.0	0.1
2025-01-24 11:00:00+00:00	3	pca3_kmeans_v1	7.9	50.0	981.5	0.0	0.0	134.0	0.4
2025-01-24 11:30:00+00:00	3	pca3_kmeans_v1	7.9	51.0	982.0	0.0	0.0	143.0	0.6
2025-01-24 12:00:00+00:00	3	pca3_kmeans_v1	8.0	48.0	982.9	0.0	0.0	130.0	0.6
2025-01-24 12:30:00+00:00	3	pca3_kmeans_v1	7.8	48.0	984.3	0.0	0.0	88.0	0.6
2025-01-24 13:00:00+00:00	3	pca3_kmeans_v1	7.7	50.0	984.5	0.0	0.0	103.0	0.5
2025-01-24 13:30:00+00:00	3	pca3_kmeans_v1	8.1	47.0	985.0	0.0	0.0	238.0	0.8
2025-01-24 14:00:00+00:00	3	pca3_kmeans_v1	7.9	47.0	985.6	0.0	0.0	174.0	0.6
2025-01-24 14:30:00+00:00	3	pca3_kmeans_v1	7.7	47.0	986.2	0.0	0.0	113.0	0.2
2025-01-24 15:00:00+00:00	3	pca3_kmeans_v1	7.7	47.0	986.9	0.0	0.0	104.0	0.0
2025-01-24 15:30:00+00:00	3	pca3_kmeans_v1	7.6	45.0	988.1	0.0	0.0	57.0	0.0
2025-01-24 16:00:00+00:00	3	pca3_kmeans_v1	7.3	45.0	988.7	0.0	0.0	24.0	0.0
2025-01-24 16:30:00+00:00	3	pca3_kmeans_v1	6.9	46.0	989.1	0.0	0.0	9.0	0.0
2025-01-24 17:00:00+00:00	1	pca3_kmeans_v1	6.5	51.0	989.7	0.0	0.0	0.0	0.0
2025-01-24 17:30:00+00:00	1	pca3_kmeans_v1	6.3	55.0	990.2	0.0	0.0	0.0	0.0
2025-01-24 18:00:00+00:00	1	pca3_kmeans_v1	6.2	57.0	990.7	0.0	0.0	0.0	0.0
2025-01-24 18:30:00+00:00	1	pca3_kmeans_v1	6.1	59.0	991.0	0.0	0.0	0.0	0.0
2025-01-24 19:00:00+00:00	1	pca3_kmeans_v1	6.3	60.0	991.4	0.0	0.0	0.0	0.0
2025-01-24 19:30:00+00:00	1	pca3_kmeans_v1	6.1	62.0	991.7	0.0	0.0	0.0	0.0
2025-01-24 20:00:00+00:00	1	pca3_kmeans_v1	5.6	68.0	991.8	0.0	0.0	0.0	0.0
2025-01-24 20:30:00+00:00	1	pca3_kmeans_v1	5.6	72.0	992.0	0.0	0.0	0.0	0.0
2025-01-24 21:00:00+00:00	1	pca3_kmeans_v1	4.7	79.0	992.5	0.0	0.0	0.0	0.0
2025-01-24 21:30:00+00:00	1	pca3_kmeans_v1	3.4	84.0	993.0	0.0	5.0	0.0	0.0
2025-01-24 22:00:00+00:00	1	pca3_kmeans_v1	3.6	84.0	993.2	0.0	1.0	0.0	0.0
2025-01-24 22:30:00+00:00	1	pca3_kmeans_v1	3.6	86.0	993.3	0.0	0.0	0.0	0.0
2025-01-24 23:00:00+00:00	1	pca3_kmeans_v1	3.8	83.0	993.2	0.0	0.0	0.0	0.0
2025-01-24 23:30:00+00:00	1	pca3_kmeans_v1	4.0	81.0	993.2	0.0	0.0	0.0	0.0
2025-01-25 00:00:00+00:00	1	pca3_kmeans_v1	4.0	83.0	993.6	0.0	0.0	0.0	0.0
2025-01-25 00:30:00+00:00	1	pca3_kmeans_v1	3.9	83.0	994.2	0.0	0.0	0.0	0.0
2025-01-25 01:00:00+00:00	1	pca3_kmeans_v1	3.7	82.0	994.0	0.0	0.0	0.0	0.0
2025-01-25 01:30:00+00:00	1	pca3_kmeans_v1	3.5	81.0	994.4	0.0	0.0	0.0	0.0
2025-01-25 02:00:00+00:00	1	pca3_kmeans_v1	3.3	78.0	994.7	0.0	0.0	0.0	0.0
2025-01-25 02:30:00+00:00	1	pca3_kmeans_v1	3.2	77.0	994.9	0.0	0.0	0.0	0.0
2025-01-25 03:00:00+00:00	2	pca3_kmeans_v1	2.9	78.0	995.1	0.0	0.0	0.0	0.0
2025-01-25 03:30:00+00:00	2	pca3_kmeans_v1	2.7	78.0	995.3	0.0	0.0	0.0	0.0
2025-01-25 04:00:00+00:00	2	pca3_kmeans_v1	2.7	78.0	995.5	0.0	0.0	0.0	0.0
2025-01-25 04:30:00+00:00	2	pca3_kmeans_v1	2.5	79.0	995.6	0.0	0.0	0.0	0.0
2025-01-25 05:00:00+00:00	2	pca3_kmeans_v1	2.3	81.0	995.5	0.0	0.0	0.0	0.0
2025-01-25 05:30:00+00:00	2	pca3_kmeans_v1	2.1	80.0	996.1	0.0	0.0	0.0	0.0
2025-01-25 06:00:00+00:00	2	pca3_kmeans_v1	1.9	80.0	996.4	0.0	0.0	0.0	0.0
2025-01-25 06:30:00+00:00	2	pca3_kmeans_v1	2.0	80.0	997.1	0.0	0.0	0.0	0.0
2025-01-25 07:00:00+00:00	2	pca3_kmeans_v1	2.2	79.0	997.7	0.0	0.0	0.0	0.0
2025-01-25 07:30:00+00:00	2	pca3_kmeans_v1	2.4	79.0	998.0	0.0	0.0	0.0	0.0
2025-01-25 08:00:00+00:00	2	pca3_kmeans_v1	2.6	78.0	998.4	0.0	0.0	0.0	0.0
2025-01-25 08:30:00+00:00	2	pca3_kmeans_v1	2.4	79.0	999.1	0.0	0.0	7.0	0.0
2025-01-25 09:00:00+00:00	2	pca3_kmeans_v1	2.4	81.0	999.3	0.0	0.0	28.0	0.0
2025-01-25 09:30:00+00:00	2	pca3_kmeans_v1	2.6	79.0	999.8	0.0	0.0	69.0	0.0
2025-01-25 10:00:00+00:00	2	pca3_kmeans_v1	2.8	79.0	1000.4	0.0	0.0	88.0	0.0
2025-01-25 10:30:00+00:00	2	pca3_kmeans_v1	2.6	82.0	1000.7	0.0	0.0	91.0	0.1
2025-01-25 11:00:00+00:00	2	pca3_kmeans_v1	2.7	80.0	1001.1	0.0	0.0	153.0	0.5
2025-01-25 11:30:00+00:00	2	pca3_kmeans_v1	2.8	83.0	1001.1	0.0	0.0	185.0	0.6
2025-01-25 12:00:00+00:00	2	pca3_kmeans_v1	4.0	80.0	1001.9	0.0	0.0	225.0	0.6
2025-01-25 12:30:00+00:00	2	pca3_kmeans_v1	4.7	76.0	1001.9	0.0	0.0	227.0	0.6
2025-01-25 13:00:00+00:00	2	pca3_kmeans_v1	3.2	81.0	1002.1	0.0	0.0	90.0	0.3
2025-01-25 13:30:00+00:00	2	pca3_kmeans_v1	5.1	75.0	1002.1	0.0	0.0	215.0	0.7
2025-01-25 14:00:00+00:00	3	pca3_kmeans_v1	5.3	68.0	1002.5	0.0	0.0	192.0	0.6
2025-01-25 14:30:00+00:00	2	pca3_kmeans_v1	5.4	68.0	1002.2	0.0	0.0	159.0	0.3
2025-01-25 15:00:00+00:00	2	pca3_kmeans_v1	5.3	67.0	1002.2	0.0	0.0	103.0	0.0
2025-01-25 15:30:00+00:00	2	pca3_kmeans_v1	5.7	66.0	1002.8	0.0	0.0	64.0	0.0
2025-01-25 16:00:00+00:00	2	pca3_kmeans_v1	5.4	62.0	1002.8	0.0	0.0	28.0	0.0
2025-01-25 16:30:00+00:00	2	pca3_kmeans_v1	4.6	61.0	1003.0	0.0	0.0	8.0	0.0
2025-01-25 17:00:00+00:00	2	pca3_kmeans_v1	4.3	65.0	1003.2	0.0	0.0	0.0	0.0
2025-01-25 17:30:00+00:00	2	pca3_kmeans_v1	4.2	66.0	1003.4	0.0	0.0	0.0	0.0
2025-01-25 18:00:00+00:00	2	pca3_kmeans_v1	3.4	70.0	1003.5	0.0	0.0	0.0	0.0
2025-01-25 18:30:00+00:00	2	pca3_kmeans_v1	3.2	73.0	1003.6	0.0	0.0	0.0	0.0
2025-01-25 19:00:00+00:00	2	pca3_kmeans_v1	3.1	74.0	1003.8	0.0	0.0	0.0	0.0
2025-01-25 19:30:00+00:00	2	pca3_kmeans_v1	2.3	76.0	1003.6	0.0	0.0	0.0	0.0
2025-01-25 20:00:00+00:00	2	pca3_kmeans_v1	2.1	79.0	1003.9	0.0	0.0	0.0	0.0
2025-01-25 20:30:00+00:00	2	pca3_kmeans_v1	1.9	79.0	1003.9	0.0	0.0	0.0	0.0
2025-01-25 21:00:00+00:00	2	pca3_kmeans_v1	1.7	80.0	1003.8	0.0	0.0	0.0	0.0
2025-01-25 21:30:00+00:00	2	pca3_kmeans_v1	1.6	81.0	1003.5	0.0	0.0	0.0	0.0
2025-01-25 22:00:00+00:00	2	pca3_kmeans_v1	1.4	82.0	1003.0	0.0	0.0	0.0	0.0
2025-01-25 22:30:00+00:00	2	pca3_kmeans_v1	1.4	83.0	1003.1	0.0	0.0	0.0	0.0
2025-01-25 23:00:00+00:00	2	pca3_kmeans_v1	2.7	79.0	1002.7	0.0	0.0	0.0	0.0
2025-01-25 23:30:00+00:00	2	pca3_kmeans_v1	2.3	80.0	1002.4	0.0	0.0	0.0	0.0
2025-01-26 00:00:00+00:00	2	pca3_kmeans_v1	2.4	80.0	1001.9	0.0	0.0	0.0	0.0
2025-01-26 00:30:00+00:00	2	pca3_kmeans_v1	3.9	76.0	1001.6	0.0	0.0	0.0	0.0
2025-01-26 01:00:00+00:00	2	pca3_kmeans_v1	4.4	75.0	1001.9	0.0	0.0	0.0	0.0
2025-01-26 01:30:00+00:00	2	pca3_kmeans_v1	3.3	83.0	1001.6	0.0	0.0	0.0	0.0
2025-01-26 02:00:00+00:00	2	pca3_kmeans_v1	3.1	85.0	1001.4	0.0	0.8	0.0	0.0
2025-01-26 02:30:00+00:00	2	pca3_kmeans_v1	3.0	84.0	1000.7	0.0	0.0	0.0	0.0
2025-01-26 03:00:00+00:00	2	pca3_kmeans_v1	3.1	84.0	1000.3	0.0	0.0	0.0	0.0
2025-01-26 03:30:00+00:00	2	pca3_kmeans_v1	3.1	83.0	1000.2	0.0	0.0	0.0	0.0
2025-01-26 04:00:00+00:00	2	pca3_kmeans_v1	2.8	84.0	999.9	0.0	0.0	0.0	0.0
2025-01-26 04:30:00+00:00	2	pca3_kmeans_v1	2.7	85.0	999.5	0.0	0.0	0.0	0.0
2025-01-26 05:00:00+00:00	2	pca3_kmeans_v1	2.3	85.0	999.6	0.0	0.0	0.0	0.0
2025-01-26 05:30:00+00:00	2	pca3_kmeans_v1	1.9	88.0	999.2	0.0	0.0	0.0	0.0
2025-01-26 06:00:00+00:00	2	pca3_kmeans_v1	2.3	87.0	998.8	0.0	0.0	0.0	0.0
2025-01-26 06:30:00+00:00	2	pca3_kmeans_v1	2.3	87.0	998.4	0.0	0.0	0.0	0.0
2025-01-26 07:00:00+00:00	2	pca3_kmeans_v1	2.2	87.0	998.0	0.0	0.0	0.0	0.0
2025-01-26 07:30:00+00:00	2	pca3_kmeans_v1	2.3	87.0	997.6	0.0	0.0	0.0	0.0
2025-01-26 08:00:00+00:00	2	pca3_kmeans_v1	1.9	88.0	997.2	0.0	0.0	0.0	0.0
2025-01-26 08:30:00+00:00	2	pca3_kmeans_v1	1.7	88.0	996.5	0.0	0.0	8.0	0.0
2025-01-26 09:00:00+00:00	2	pca3_kmeans_v1	1.8	89.0	995.8	0.0	0.0	19.0	0.0
2025-01-26 09:30:00+00:00	2	pca3_kmeans_v1	2.0	90.0	995.3	0.0	0.0	20.0	0.0
2025-01-26 10:00:00+00:00	2	pca3_kmeans_v1	2.2	91.0	994.2	0.0	0.0	18.0	0.0
2025-01-26 10:30:00+00:00	1	pca3_kmeans_v1	2.5	91.0	994.0	0.0	0.0	31.0	0.0
2025-01-26 11:00:00+00:00	1	pca3_kmeans_v1	3.0	89.0	993.1	0.0	0.0	65.0	0.1
2025-01-26 11:30:00+00:00	1	pca3_kmeans_v1	2.8	88.0	992.7	0.0	0.0	68.0	0.2
2025-01-26 12:00:00+00:00	1	pca3_kmeans_v1	2.9	88.0	991.4	0.0	0.0	16.0	0.0
2025-01-26 12:30:00+00:00	1	pca3_kmeans_v1	2.8	88.0	989.8	0.0	0.0	22.0	0.0
2025-01-26 13:00:00+00:00	1	pca3_kmeans_v1	3.5	86.0	988.7	0.0	0.0	21.0	0.0
2025-01-26 13:30:00+00:00	1	pca3_kmeans_v1	3.7	88.0	987.1	0.0	0.0	23.0	0.0
2025-01-26 14:00:00+00:00	1	pca3_kmeans_v1	3.7	88.0	985.6	0.0	0.0	30.0	0.0
2025-01-26 14:30:00+00:00	1	pca3_kmeans_v1	3.3	89.0	984.9	0.0	0.0	17.0	0.0
2025-01-26 15:00:00+00:00	1	pca3_kmeans_v1	3.3	89.0	983.9	0.0	0.0	7.0	0.0
2025-01-26 15:30:00+00:00	1	pca3_kmeans_v1	3.4	89.0	982.8	0.0	0.8	4.0	0.0
2025-01-26 16:00:00+00:00	1	pca3_kmeans_v1	3.3	89.0	982.4	0.0	1.2	0.0	0.0
2025-01-26 16:30:00+00:00	1	pca3_kmeans_v1	3.1	89.0	981.3	0.0	1.0	0.0	0.0
2025-01-26 17:00:00+00:00	1	pca3_kmeans_v1	3.0	90.0	980.9	0.0	0.0	0.0	0.0
2025-01-26 17:30:00+00:00	1	pca3_kmeans_v1	3.1	91.0	980.5	0.0	0.0	0.0	0.0
2025-01-26 18:00:00+00:00	1	pca3_kmeans_v1	3.4	92.0	980.0	0.0	0.0	0.0	0.0
2025-01-26 18:30:00+00:00	1	pca3_kmeans_v1	3.7	92.0	979.4	0.0	0.0	0.0	0.0
2025-01-26 19:00:00+00:00	1	pca3_kmeans_v1	3.8	92.0	978.7	0.0	0.0	0.0	0.0
2025-01-26 19:30:00+00:00	1	pca3_kmeans_v1	4.2	92.0	978.7	0.0	0.0	0.0	0.0
2025-01-26 20:00:00+00:00	1	pca3_kmeans_v1	4.2	92.0	978.2	0.0	0.0	0.0	0.0
2025-01-26 20:30:00+00:00	1	pca3_kmeans_v1	4.4	92.0	977.3	0.0	0.0	0.0	0.0
2025-01-26 21:00:00+00:00	1	pca3_kmeans_v1	4.7	92.0	977.8	0.0	0.0	0.0	0.0
2025-01-26 21:30:00+00:00	1	pca3_kmeans_v1	5.0	92.0	977.6	0.0	0.0	0.0	0.0
2025-01-26 22:00:00+00:00	1	pca3_kmeans_v1	5.2	92.0	977.3	0.0	0.0	0.0	0.0
2025-01-26 22:30:00+00:00	1	pca3_kmeans_v1	5.3	91.0	976.9	0.0	0.0	0.0	0.0
2025-01-26 23:00:00+00:00	1	pca3_kmeans_v1	5.5	91.0	976.8	0.0	0.0	0.0	0.0
2025-01-26 23:30:00+00:00	1	pca3_kmeans_v1	5.4	90.0	976.1	0.0	0.0	0.0	0.0
2025-01-27 00:00:00+00:00	1	pca3_kmeans_v1	5.3	92.0	975.5	0.0	0.0	0.0	0.0
2025-01-27 00:30:00+00:00	1	pca3_kmeans_v1	5.2	92.0	974.6	0.0	2.2	0.0	0.0
2025-01-27 01:00:00+00:00	1	pca3_kmeans_v1	5.1	92.0	974.6	0.0	4.6	0.0	0.0
2025-01-27 01:30:00+00:00	1	pca3_kmeans_v1	5.0	93.0	973.7	0.0	6.0	0.0	0.0
2025-01-27 02:00:00+00:00	1	pca3_kmeans_v1	5.0	91.0	973.5	0.0	4.4	0.0	0.0
2025-01-27 02:30:00+00:00	1	pca3_kmeans_v1	4.1	88.0	973.3	0.0	7.2	0.0	0.0
2025-01-27 03:00:00+00:00	1	pca3_kmeans_v1	3.3	88.0	973.1	0.0	5.4	0.0	0.0
2025-01-27 03:30:00+00:00	1	pca3_kmeans_v1	3.1	89.0	972.9	0.0	1.8	0.0	0.0
2025-01-27 04:00:00+00:00	1	pca3_kmeans_v1	2.8	89.0	972.3	0.0	1.2	0.0	0.0
2025-01-27 04:30:00+00:00	1	pca3_kmeans_v1	2.7	89.0	972.2	0.0	0.0	0.0	0.0
2025-01-27 05:00:00+00:00	1	pca3_kmeans_v1	3.3	88.0	972.4	0.0	0.0	0.0	0.0
2025-01-27 05:30:00+00:00	1	pca3_kmeans_v1	3.7	87.0	972.6	0.0	0.0	0.0	0.0
2025-01-27 06:00:00+00:00	1	pca3_kmeans_v1	3.7	87.0	972.9	0.0	0.0	0.0	0.0
2025-01-27 06:30:00+00:00	1	pca3_kmeans_v1	4.0	85.0	972.7	0.0	0.0	0.0	0.0
2025-01-27 07:00:00+00:00	1	pca3_kmeans_v1	4.6	82.0	972.9	0.0	0.0	0.0	0.0
2025-01-27 07:30:00+00:00	1	pca3_kmeans_v1	4.8	79.0	972.9	0.0	0.0	0.0	0.0
2025-01-27 08:00:00+00:00	1	pca3_kmeans_v1	4.4	78.0	973.2	0.0	0.0	0.0	0.0
2025-01-27 08:30:00+00:00	1	pca3_kmeans_v1	4.6	80.0	973.5	0.0	0.0	10.0	0.0
2025-01-27 09:00:00+00:00	1	pca3_kmeans_v1	4.8	80.0	973.8	0.0	0.0	25.0	0.0
2025-01-27 09:30:00+00:00	1	pca3_kmeans_v1	5.1	80.0	973.7	0.0	0.0	26.0	0.0
